MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
7,4,0,0001-0559,6,1,10,154,United Air Lines Inc.,4749,55374,286,477995,8501631,0.00025380424062159367,0.00022898547349326266,11,Kansas City International,39.298,-94.714,NONE,0.0,0.0,0.0,84.0,8.5,0.2366009589770911,0.18786731291566006,0.22800718132854578,0.08278672232160604
10,3,0,1300-1359,3,3,5,175,Southwest Airlines Co.,2213,115051,1053,220025,13382999,6.178236301460919e-05,9.889412309998219e-05,5,Albuquerque International Sunport,35.042,-106.606,Los Angeles International,0.0,0.0,0.0,73.0,6.49,0.17932290605257795,0.13491434010152284,0.15751080971785858,0.1721104930347549
7,7,0,2100-2159,2,4,20,76,Endeavor Air Inc.,10704,21554,1896,1680928,1212846,0.0,9.351277617445623e-05,5,John F. Kennedy International,40.639,-73.777,Ronald Reagan Washington National,0.0,0.0,0.0,92.0,11.41,0.19076691477795435,0.21742462953500255,0.22253848170480506,0.3317922415661345
3,1,1,0800-0859,2,2,31,50,Comair Inc.,11965,24032,2709,955406,1245396,0.0,8.999810569042966e-05,16,Ronald Reagan Washington National,38.852,-77.037,James M Cox/Dayton International,0.0,0.0,0.0,40.0,13.2,0.17581488314883148,0.18786731291566006,0.1608678955453149,0.10836054370111625
2,5,0,1900-1959,4,5,14,162,JetBlue Airways,5558,22053,68,732595,3190369,0.0001600389254787507,0.00012686617611396965,10,Nashville International,36.127,-86.682,Logan International,0.02,0.0,0.0,68.0,9.62,0.2808576253763125,0.23792337590227652,0.23696468512096525,0.30855617946294545
9,7,0,1000-1059,2,2,32,129,Atlantic Southeast Airlines,14118,10882,2902,1690031,473794,0.0,0.0001998053656534928,11,Houston Intercontinental,29.983,-95.34,Corpus Christi International,0.0,0.0,0.0,93.0,7.16,0.21272915946039433,0.18786731291566006,0.12687625287243925,0.11135296628254375
12,1,1,1400-1459,2,5,2,44,American Eagle Airlines Inc.,2007,26721,205,182555,1204766,0.00034840766560500434,0.00010686715174900371,17,Richmond International,37.505,-77.32,LaGuardia,0.15,0.0,0.0,51.0,9.84,0.17687226304460774,0.25097133256326787,0.25164658017962693,0.23846050329699905
4,5,1,1800-1859,3,6,44,128,Comair Inc.,18979,23434,7448,2006675,1245396,0.0,8.999810569042966e-05,11,Douglas Municipal,35.219,-80.936,Cleveland-Hopkins International,1.18,0.0,0.0,62.0,7.38,0.22537788385043755,0.16568252865578326,0.2324257329873349,0.26130947027610396
3,2,0,1600-1659,2,6,8,143,Southwest Airlines Co.,4197,114119,3294,529046,13382999,6.178236301460919e-05,9.889412309998219e-05,15,Metropolitan Oakland International,37.721,-122.221,Ontario International,0.12,0.0,0.0,65.0,6.71,0.2043892222493479,0.1853486319505737,0.13286823228849365,0.21635943656868517
5,4,1,2000-2059,4,7,31,143,Southwest Airlines Co.,14570,113709,995,1208249,13382999,6.178236301460919e-05,9.889412309998219e-05,12,LaGuardia,40.779,-73.876,Nashville International,0.09,0.0,0.0,73.0,7.38,0.24861999587288486,0.21273100616016427,0.2508514599700286,0.29470027695629725
9,3,0,1100-1159,11,2,30,102,American Airlines Inc.,12778,76533,1092,1908862,11744595,9.82082928995461e-05,0.00017728721959309724,6,San Francisco International,37.619,-122.375,John F. Kennedy International,0.0,0.0,0.0,77.0,10.51,0.15382995021064727,0.1427766032417195,0.1282981267437226,0.11839268776407692
9,4,0,0600-0659,1,1,39,99,American Airlines Inc.,12249,76533,2042,1472200,11744595,9.82082928995461e-05,0.00017728721959309724,11,Logan International,42.364,-71.006,NONE,0.0,0.0,0.0,70.0,9.17,0.15382995021064727,0.18786731291566006,0.16732145635599813,0.0555623596652378
8,5,0,0001-0559,1,1,6,143,Southwest Airlines Co.,2079,114987,563,178477,13382999,6.178236301460919e-05,9.889412309998219e-05,9,Will Rogers World,35.392,-97.602,NONE,0.49,0.0,0.0,88.0,9.84,0.19254972966813122,0.18786731291566006,0.21104137238055018,0.09010740531373658
12,3,1,2000-2059,2,3,21,160,American Airlines Inc.,13645,79228,1140,1908862,11744595,9.82082928995461e-05,0.00017728721959309724,3,San Francisco International,37.619,-122.375,Los Angeles International,0.04,0.0,0.0,55.0,14.09,0.17834477639636295,0.2372959655066215,0.1962651650035195,0.28679990130767335
8,4,0,1200-1259,3,2,48,129,Atlantic Southeast Airlines,15076,10677,3028,1690031,473794,0.0,0.0001998053656534928,11,Houston Intercontinental,29.983,-95.34,Baton Rouge Metropolitan/Ryan Field,0.0,0.0,0.0,91.0,14.54,0.26125042940570253,0.18786731291566006,0.2420213543952026,0.18210098109595596
12,1,0,1400-1459,2,4,15,50,American Eagle Airlines Inc.,8367,26721,1075,1413432,1204766,0.00034840766560500434,0.00010686715174900371,15,Miami International,25.792,-80.286,Jacksonville International,0.01,0.0,0.0,83.0,7.61,0.17687226304460774,0.16470588235294117,0.25164658017962693,0.23846050329699905
8,6,0,1800-1859,2,4,44,175,Southwest Airlines Co.,35256,114987,3287,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,3,Atlanta Municipal,33.641,-84.427,Pittsburgh International,0.06,0.0,0.0,90.0,6.04,0.19254972966813122,0.17122160026341784,0.16186967124116694,0.30838624917889207
11,2,0,1500-1559,3,4,28,70,SkyWest Airlines Inc.,13490,66502,686,1208249,3472966,3.419267401443636e-05,9.900278805864171e-05,1,LaGuardia,40.779,-73.876,General Mitchell Field,0.0,0.0,0.0,60.0,6.71,0.1363774826367735,0.13110846245530394,0.15312997191176758,0.16907735154074208
6,2,0,0600-0659,7,1,44,228,Spirit Air Lines,28904,17553,872,3103410,2688839,9.173723925704242e-06,0.00012465107307156237,3,Chicago O'Hare International,41.978,-87.906,NONE,0.14,0.0,0.0,85.0,11.18,0.2593847978984832,0.18786731291566006,0.23238814664486912,0.07917468220738562
4,5,1,1900-1959,5,1,20,209,American Airlines Inc.,7011,74131,3942,1413432,11744595,9.82082928995461e-05,0.00017728721959309724,16,Miami International,25.792,-80.286,NONE,0.0,0.0,0.0,90.0,9.62,0.20460428811382275,0.18786731291566006,0.2324257329873349,0.2660954712362301
4,3,0,1500-1559,1,4,24,50,American Eagle Airlines Inc.,10372,25138,318,1680928,1204766,0.00034840766560500434,0.00010686715174900371,14,John F. Kennedy International,40.639,-73.777,Nashville International,0.0,0.0,0.0,58.0,13.42,0.14814814814814814,0.19885762640152316,0.12761567933981727,0.22246645601502038
7,4,0,1300-1359,2,4,48,129,American Eagle Airlines Inc.,29376,28267,6058,3103410,1204766,0.00034840766560500434,0.00010686715174900371,11,Chicago O'Hare International,41.978,-87.906,Port Columbus International,0.0,0.0,0.0,82.0,8.05,0.20326275598750435,0.18005637773079633,0.22800718132854578,0.19782147142989015
1,2,1,0800-0859,11,1,39,170,United Air Lines Inc.,13115,46218,4263,1908862,8501631,0.00025380424062159367,0.00022898547349326266,29,San Francisco International,37.619,-122.375,NONE,0.0,0.0,0.0,60.0,3.8,0.18188240583154042,0.18786731291566006,0.15948943442579175,0.10579153667706584
12,6,0,0800-0859,5,1,32,160,American Airlines Inc.,13493,79228,1933,1208249,11744595,9.82082928995461e-05,0.00017728721959309724,6,LaGuardia,40.779,-73.876,NONE,0.0,0.0,0.0,35.0,4.7,0.17834477639636295,0.18786731291566006,0.20042836207868334,0.13155201819215465
7,6,1,1100-1159,4,3,5,50,American Eagle Airlines Inc.,2288,28267,225,191927,1204766,0.00034840766560500434,0.00010686715174900371,15,Memphis International,35.05,-89.979,Miami International,0.0,0.0,0.0,90.0,6.26,0.20326275598750435,0.2504858142246405,0.20331257623419144,0.15762740324070187
3,1,0,1500-1559,7,4,11,175,Southwest Airlines Co.,5464,114119,1945,690385,13382999,6.178236301460919e-05,9.889412309998219e-05,2,Austin - Bergstrom International,30.194,-97.67,Phoenix Sky Harbor International,0.0,0.0,0.0,67.0,11.86,0.2043892222493479,0.20375022429571146,0.1608678955453149,0.202036989687207
12,6,0,0800-0859,5,1,25,142,United Air Lines Inc.,8367,51152,558,1413432,8501631,0.00025380424062159367,0.00022898547349326266,17,Miami International,25.792,-80.286,NONE,0.0,0.0,0.0,87.0,8.72,0.19380849532037436,0.18786731291566006,0.20042836207868334,0.13155201819215465
1,6,0,1900-1959,5,1,23,172,American Airlines Inc.,7835,75506,4602,1413432,11744595,9.82082928995461e-05,0.00017728721959309724,1,Miami International,25.792,-80.286,NONE,0.79,0.0,0.0,64.0,5.82,0.16084351412341452,0.18786731291566006,0.14417634792969913,0.24791896499849564
9,2,0,0600-0659,4,1,12,100,JetBlue Airways,6520,23638,1769,1391212,3190369,0.0001600389254787507,0.00012686617611396965,11,Fort Lauderdale-Hollywood International,26.074,-80.152,NONE,0.0,0.0,0.0,93.0,7.16,0.17475791677571317,0.18786731291566006,0.13081148766005574,0.0555623596652378
9,7,0,0800-0859,3,3,3,76,American Eagle Airlines Inc.,1378,26473,134,125614,1204766,0.00034840766560500434,0.00010686715174900371,2,Tulsa International,36.198,-95.89,Dallas Fort Worth Regional,0.17,0.0,0.0,84.0,11.41,0.14678137499056676,0.16081330868761554,0.12687625287243925,0.08425519018033036
11,4,0,0600-0659,7,1,31,173,United Air Lines Inc.,11105,49915,4890,1708599,8501631,0.00025380424062159367,0.00022898547349326266,11,Newark Liberty International,40.696,-74.172,NONE,0.08,0.0,0.0,59.0,10.07,0.14007724739805996,0.18786731291566006,0.1398860693940963,0.05999676349219193
4,7,0,1100-1159,3,2,41,180,Delta Air Lines Inc.,9191,81803,3723,1065782,12460183,0.0001441658849878598,0.0001486602009422039,6,Salt Lake City International,40.784,-111.967,Portland International,0.0,0.0,0.0,58.0,13.2,0.13955758569244653,0.11284046692607004,0.20372403138594136,0.1665261195685944
10,7,0,1500-1559,4,2,25,181,American Airlines Inc.,25833,80161,13048,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,4,Dallas Fort Worth Regional,32.894,-97.03,San Francisco International,0.0,0.0,0.0,78.0,9.17,0.17208213717566603,0.14787117359656995,0.1653708598973721,0.1969053525627549
2,5,0,1500-1559,5,3,26,178,Spirit Air Lines,10243,13447,346,1472200,2688839,9.173723925704242e-06,0.00012465107307156237,6,Logan International,42.364,-71.006,Southwest Florida International,0.1,0.0,0.0,52.0,11.41,0.1938412041824658,0.21832993890020366,0.23696468512096525,0.26192321603885704
12,1,0,1800-1859,2,5,13,143,Southwest Airlines Co.,7643,113248,3320,1023434,13382999,6.178236301460919e-05,9.889412309998219e-05,14,San Diego International Lindbergh Fl,32.733,-117.187,Kansas City International,0.0,0.0,0.0,64.0,4.03,0.26403810805912964,0.17178724810042947,0.25164658017962693,0.2800568364119723
6,5,0,1900-1959,3,8,22,143,Southwest Airlines Co.,11645,112879,3371,1823051,13382999,6.178236301460919e-05,9.889412309998219e-05,15,Orlando International,28.432,-81.325,Lambert-St. Louis International,0.0,0.0,0.0,93.0,6.93,0.2597746164719308,0.3009484747500641,0.22267777065983343,0.3906000563433186
10,5,0,0800-0859,4,1,8,76,American Eagle Airlines Inc.,5014,27632,60,564680,1204766,0.00034840766560500434,0.00010686715174900371,2,Louis Armstrong New Orleans International,29.991,-90.251,NONE,0.05,0.0,0.0,87.0,7.61,0.14306182391288774,0.18786731291566006,0.19371339610052635,0.09970275400207713
3,2,0,0900-0959,5,3,46,181,American Airlines Inc.,18465,78308,3551,2780593,11744595,9.82082928995461e-05,0.00017728721959309724,2,Los Angeles International,33.942,-118.408,Dallas Fort Worth Regional,0.0,0.0,0.0,67.0,7.38,0.1907914478619655,0.22450682400619823,0.13286823228849365,0.13915463558879806
9,7,0,1300-1359,2,3,8,90,Comair Inc.,4113,23208,183,385767,1245396,0.0,8.999810569042966e-05,3,Pittsburgh International,40.497,-80.236,Douglas Municipal,0.54,0.0,0.0,78.0,6.71,0.15121255349500715,0.13801221216802767,0.12687625287243925,0.1362876653454945
10,1,0,1500-1559,5,4,44,191,Delta Air Lines Inc.,13751,86312,6034,1581456,12460183,0.0001441658849878598,0.0001486602009422039,1,Minneapolis-St Paul International,44.886,-93.218,Atlanta Municipal,0.33,0.0,0.0,86.0,7.61,0.11841485333379867,0.15888799559937375,0.16357066230026537,0.1969053525627549
7,3,1,2000-2059,3,6,15,143,Southwest Airlines Co.,9190,117728,6080,1093478,13382999,6.178236301460919e-05,9.889412309998219e-05,14,Friendship International,39.176,-76.671,Theodore Francis Green State,0.0,0.0,0.0,91.0,4.7,0.21594507669470558,0.1935185185185185,0.2030270924776752,0.33619836198361985
11,1,0,1700-1759,2,4,48,120,United Air Lines Inc.,5942,49915,2297,780326,8501631,0.00025380424062159367,0.00022898547349326266,16,Washington Dulles International,38.942,-77.458,Atlanta Municipal,0.0,0.0,0.0,57.0,4.03,0.14007724739805996,0.09997714285714286,0.15229332867485781,0.18264623354198145
10,7,0,1900-1959,4,2,14,143,Southwest Airlines Co.,7550,115051,1629,1391212,13382999,6.178236301460919e-05,9.889412309998219e-05,20,Fort Lauderdale-Hollywood International,26.074,-80.152,Dallas Love Field,0.0,0.0,0.0,88.0,7.38,0.17932290605257795,0.24959816303099885,0.1653708598973721,0.22540415704387992
2,4,0,2200-2259,2,6,19,76,Endeavor Air Inc.,10782,17673,1264,1486066,1212846,0.0,9.351277617445623e-05,11,Detroit Metro Wayne County,42.217,-83.344,Kent County,0.05,0.0,0.0,56.0,10.29,0.20350445742391637,0.2604951560818084,0.24498132827167882,0.22785458269329237
3,1,0,1500-1559,3,5,46,90,Comair Inc.,13492,24032,163,1486066,1245396,0.0,8.999810569042966e-05,5,Detroit Metro Wayne County,42.217,-83.344,Douglas Municipal,0.0,0.0,0.0,45.0,5.59,0.17581488314883148,0.17818075031201822,0.1608678955453149,0.202036989687207
7,4,1,1900-1959,2,3,5,65,American Eagle Airlines Inc.,2250,28267,136,204019,1204766,0.00034840766560500434,0.00010686715174900371,9,Eppley Airfield,41.302,-95.893,Chicago O'Hare International,0.0,0.0,0.0,95.0,8.05,0.20326275598750435,0.2732357375614027,0.22800718132854578,0.35212814645308926
6,5,1,2000-2059,4,7,8,143,Southwest Airlines Co.,7052,112879,6607,819756,13382999,6.178236301460919e-05,9.889412309998219e-05,13,Chicago Midway International,41.785,-87.752,Grenier Field/Manchester Municipal,0.0,0.0,0.0,72.0,7.16,0.2597746164719308,0.18786731291566006,0.22267777065983343,0.37173557580004674
12,7,0,1100-1159,5,3,1,143,Southwest Airlines Co.,2002,113248,599,178477,13382999,6.178236301460919e-05,9.889412309998219e-05,10,Will Rogers World,35.392,-97.602,McCarran International,0.0,0.0,0.0,45.0,12.97,0.26403810805912964,0.2296728215095562,0.226980167528948,0.19388839304687833
3,3,0,0800-0859,4,2,75,100,JetBlue Airways,27137,25502,221,3103410,3190369,0.0001600389254787507,0.00012686617611396965,13,Chicago O'Hare International,41.978,-87.906,Logan International,0.01,0.0,0.0,59.0,12.08,0.2504074856625415,0.19610344427693377,0.15126881465218853,0.10836054370111625
2,4,0,1500-1559,3,5,30,143,Southwest Airlines Co.,13281,94922,4462,1827202,13382999,6.178236301460919e-05,9.889412309998219e-05,21,Phoenix Sky Harbor International,33.436,-112.009,Los Angeles International,0.0,0.0,0.0,57.0,4.92,0.25888729226540047,0.24031563845050216,0.24498132827167882,0.26192321603885704
12,2,1,1300-1359,5,3,15,76,"Midwest Airline, Inc.",12707,28319,452,1581456,1529740,1.25293581928874e-06,0.00012382274422796983,3,Minneapolis-St Paul International,44.886,-93.218,Newark Liberty International,0.0,0.0,0.0,64.0,3.58,0.18621614373826764,0.3197994987468672,0.1997842391862735,0.22320712904898865
7,5,1,1400-1459,5,4,66,128,American Airlines Inc.,29376,79247,5561,3103410,11744595,9.82082928995461e-05,0.00017728721959309724,5,Chicago O'Hare International,41.978,-87.906,Jackson Hole,0.0,0.0,0.0,93.0,11.86,0.2377091471954006,0.18786731291566006,0.2109389724452486,0.2315238718116416
10,7,0,2200-2259,1,6,73,143,Southwest Airlines Co.,33584,115051,3308,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,12,Atlanta Municipal,33.641,-84.427,San Antonio International,0.0,0.0,0.0,73.0,8.28,0.17932290605257795,0.15498154981549817,0.1653708598973721,0.17162329615861213
2,7,0,1500-1559,5,3,15,160,Delta Air Lines Inc.,6598,67273,615,1023434,12460183,0.0001441658849878598,0.0001486602009422039,21,San Diego International Lindbergh Fl,32.733,-117.187,Seattle International,0.0,0.0,0.0,64.0,4.47,0.17639666400091397,0.23849104859335038,0.19104526288815896,0.26192321603885704
1,7,0,1900-1959,8,4,79,175,Southwest Airlines Co.,30842,107363,3455,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,5,Atlanta Municipal,33.641,-84.427,Raleigh-Durham International,0.0,0.0,0.0,69.0,6.49,0.1724374357216318,0.1801526717557252,0.17856736911500604,0.24791896499849564
10,5,0,1800-1859,1,5,4,50,Endeavor Air Inc.,1216,21403,76,70476,1212846,0.0,9.351277617445623e-05,15,James M Cox/Dayton International,39.901,-84.22,Minneapolis-St Paul International,0.48,0.0,0.0,77.0,9.62,0.15251989389920426,0.11135416666666667,0.19371339610052635,0.22621527008463685
3,2,0,1900-1959,2,3,21,180,Delta Air Lines Inc.,7417,84142,1104,874468,12460183,0.0001441658849878598,0.0001486602009422039,1,Tampa International,27.973,-82.535,Los Angeles International,0.0,0.0,0.0,79.0,8.05,0.12407527113409467,0.20248571869692758,0.13286823228849365,0.24370177558798922
2,5,0,1700-1759,7,3,59,191,Delta Air Lines Inc.,28011,67273,17181,4365661,12460183,0.0001441658849878598,0.0001486602009422039,2,Atlanta Municipal,33.641,-84.427,Salt Lake City International,0.26,0.0,0.0,60.0,7.83,0.17639666400091397,0.18645227505987,0.23696468512096525,0.2788964961739831
8,7,1,0700-0759,9,1,18,173,United Air Lines Inc.,4293,55706,577,404265,8501631,0.00025380424062159367,0.00022898547349326266,7,Cleveland-Hopkins International,41.411,-81.849,NONE,0.0,0.0,0.0,83.0,6.26,0.2214602874333307,0.18786731291566006,0.19651916171077882,0.09866934471503891
8,6,0,1000-1059,5,2,82,160,American Airlines Inc.,27148,80820,13678,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,7,Dallas Fort Worth Regional,32.894,-97.03,Southwest Florida International,0.0,0.0,0.0,101.0,10.74,0.22821516863056462,0.20235096557514692,0.16186967124116694,0.15384615384615385
10,4,0,2000-2059,3,6,64,70,SkyWest Airlines Inc.,14057,71625,4229,1486066,3472966,3.419267401443636e-05,9.900278805864171e-05,1,Detroit Metro Wayne County,42.217,-83.344,Norfolk International,0.0,0.0,0.0,71.0,6.49,0.14794228285890743,0.14700065919578115,0.19261931791673795,0.21795934285575
1,3,0,2100-2159,3,4,16,175,Southwest Airlines Co.,18286,107363,5414,2743323,13382999,6.178236301460919e-05,9.889412309998219e-05,1,Stapleton International,39.774,-104.88,Washington Dulles International,0.0,0.0,0.0,41.0,10.51,0.1724374357216318,0.1480656832730309,0.18060695780903036,0.22244828755510343
6,5,0,1200-1259,3,4,25,70,Comair Inc.,10055,24179,1363,1297685,1245396,0.0,8.999810569042966e-05,16,Philadelphia International,39.868,-75.249,Cincinnati/Northern Kentucky International,0.09,0.0,0.0,93.0,4.7,0.21719792438843588,0.2490527040992077,0.22267777065983343,0.2112363316435544
12,7,0,0800-0859,4,1,13,154,United Air Lines Inc.,7211,51152,687,874468,8501631,0.00025380424062159367,0.00022898547349326266,18,Tampa International,27.973,-82.535,NONE,0.8,0.0,0.0,73.0,10.07,0.19380849532037436,0.18786731291566006,0.226980167528948,0.13155201819215465
2,3,1,1900-1959,3,4,81,199,Delta Air Lines Inc.,28011,67273,17181,4365661,12460183,0.0001441658849878598,0.0001486602009422039,17,Atlanta Municipal,33.641,-84.427,Harry S Truman,0.0,0.0,0.0,56.0,11.41,0.17639666400091397,0.18786731291566006,0.23188882312969905,0.30855617946294545
4,1,0,0900-0959,2,1,40,44,American Eagle Airlines Inc.,14138,25138,1296,1208249,1204766,0.00034840766560500434,0.00010686715174900371,18,LaGuardia,40.779,-73.876,NONE,0.25,0.0,0.0,79.0,11.41,0.14814814814814814,0.18786731291566006,0.2379718670466495,0.13537351329680608
11,3,1,1800-1859,5,5,29,175,Southwest Airlines Co.,13136,108130,5048,1903352,13382999,6.178236301460919e-05,9.889412309998219e-05,5,McCarran International,36.08,-115.152,Salt Lake City International,0.0,0.0,0.0,58.0,10.51,0.1730562327209337,0.09996841440303222,0.14749755226631342,0.19261614388079534
10,5,0,1300-1359,6,4,56,129,SkyWest Airlines Inc.,29960,71625,5656,3103410,3472966,3.419267401443636e-05,9.900278805864171e-05,11,Chicago O'Hare International,41.978,-87.906,Cleveland-Hopkins International,0.0,0.0,0.0,48.0,3.8,0.14794228285890743,0.12599515403253722,0.19371339610052635,0.1721104930347549
12,4,0,1900-1959,5,4,56,70,Atlantic Southeast Airlines,27188,10970,1362,3103410,473794,0.0,0.0001998053656534928,0,Chicago O'Hare International,41.978,-87.906,Key West International,0.0,0.0,0.0,35.0,8.5,0.24355440246473165,0.18786731291566006,0.18161763307532852,0.3021548662088563
6,3,0,1100-1159,1,2,22,70,SkyWest Airlines Inc.,12427,71188,256,1472200,3472966,3.419267401443636e-05,9.900278805864171e-05,1,Logan International,42.364,-71.006,Nashville International,0.05,0.0,0.0,84.0,12.3,0.20821040912886168,0.26224489795918365,0.2371748183838497,0.19077451190731604
12,3,0,1800-1859,4,7,27,143,Southwest Airlines Co.,21145,113248,6163,2743323,13382999,6.178236301460919e-05,9.889412309998219e-05,13,Stapleton International,39.774,-104.88,Orange County,0.0,0.0,0.0,57.0,11.18,0.26403810805912964,0.21634208298052499,0.1962651650035195,0.2800568364119723
8,4,1,2200-2259,5,5,62,160,American Airlines Inc.,19791,80820,8157,2006675,11744595,9.82082928995461e-05,0.00017728721959309724,6,Douglas Municipal,35.219,-80.936,Newark Liberty International,0.0,0.0,0.0,93.0,3.13,0.22821516863056462,0.3037582332429291,0.2420213543952026,0.2839963759163166
8,4,0,2000-2059,4,6,52,76,Endeavor Air Inc.,15106,22671,1061,1581456,1212846,0.0,9.351277617445623e-05,6,Minneapolis-St Paul International,44.886,-93.218,Austin Straubel International,1.44,0.0,0.0,97.0,4.7,0.18781965536234166,0.18786731291566006,0.2420213543952026,0.3075936612622515
11,5,0,1600-1659,3,4,6,76,Endeavor Air Inc.,2082,20783,117,191927,1212846,0.0,9.351277617445623e-05,11,Memphis International,35.05,-89.979,Minneapolis-St Paul International,0.0,0.0,0.0,46.0,9.4,0.12111139521009119,0.13396139705882354,0.15372196735985677,0.17614567242428497
2,3,0,0600-0659,6,1,8,180,Delta Air Lines Inc.,1536,67273,78,220025,12460183,0.0001441658849878598,0.0001486602009422039,5,Albuquerque International Sunport,35.042,-106.606,NONE,0.0,0.0,0.0,63.0,4.03,0.17639666400091397,0.18786731291566006,0.23188882312969905,0.07890555169331612
12,3,0,1100-1159,2,2,26,76,SkyWest Airlines Inc.,15165,70473,1304,1690031,3472966,3.419267401443636e-05,9.900278805864171e-05,4,Houston Intercontinental,29.983,-95.34,Boise Air Terminal,0.0,0.0,0.0,85.0,4.92,0.20251253418413856,0.15692821368948248,0.1962651650035195,0.19388839304687833
8,5,0,0700-0759,4,1,8,70,"Midwest Airline, Inc.",1644,28070,133,121022,1529740,1.25293581928874e-06,0.00012382274422796983,14,Savannah/Hilton Head International,32.127,-81.202,NONE,0.0,0.0,0.0,94.0,5.37,0.19564981557821653,0.18786731291566006,0.21104137238055018,0.09866934471503891
11,7,0,0700-0759,5,1,19,181,Alaska Airlines Inc.,7286,20832,739,1023434,2884187,3.233146156611231e-05,0.00017460144972655646,3,San Diego International Lindbergh Fl,32.733,-117.187,NONE,0.0,0.0,0.0,74.0,2.24,0.13763876387638763,0.18786731291566006,0.11388531555763458,0.07653538186400033
2,6,0,1000-1059,1,5,4,123,Hawaiian Airlines Inc.,3491,6020,2470,719055,905990,0.00012049421761126928,0.00019784966571132842,21,Honolulu International,21.319,-157.922,Kahului Airport,0.23,0.0,0.0,58.0,7.38,0.1479625918503674,0.1838006230529595,0.16393883923764402,0.18748415234038238
3,4,0,0700-0759,2,1,33,128,American Airlines Inc.,12338,78308,2180,1472200,11744595,9.82082928995461e-05,0.00017728721959309724,19,Logan International,42.364,-71.006,NONE,0.0,0.0,0.0,51.0,7.38,0.1907914478619655,0.18786731291566006,0.17945184504670036,0.08736439794618384
7,2,1,1300-1359,4,3,26,187,American Airlines Inc.,26639,79247,13367,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,8,Dallas Fort Worth Regional,32.894,-97.03,Douglas Municipal,0.0,0.0,0.0,95.0,10.29,0.2377091471954006,0.22574040219378427,0.20201193470140924,0.19782147142989015
2,2,1,2100-2159,4,3,19,169,United Air Lines Inc.,9514,43512,4148,1708599,8501631,0.00025380424062159367,0.00022898547349326266,21,Newark Liberty International,40.696,-74.172,San Diego International Lindbergh Fl,0.0,0.0,0.0,37.0,11.41,0.1894957549926099,0.22846441947565543,0.20574501515922722,0.29165506358488813
9,1,0,2000-2059,3,4,68,76,Endeavor Air Inc.,13331,20800,1476,1486066,1212846,0.0,9.351277617445623e-05,5,Detroit Metro Wayne County,42.217,-83.344,John F. Kennedy International,0.05,0.0,0.0,77.0,5.82,0.10894604659218844,0.1427766032417195,0.13711199423073972,0.1960197978964735
4,5,0,0700-0759,3,1,28,132,Delta Air Lines Inc.,10917,81803,2272,1960746,12460183,0.0001441658849878598,0.0001486602009422039,16,Seattle International,47.447,-122.306,NONE,0.16,0.0,0.0,56.0,8.05,0.13955758569244653,0.18786731291566006,0.2324257329873349,0.09427990935375478
11,1,0,0800-0859,1,2,61,44,American Eagle Airlines Inc.,24926,25517,4903,2907365,1204766,0.00034840766560500434,0.00010686715174900371,17,Dallas Fort Worth Regional,32.894,-97.03,Joplin Municipal,0.0,0.0,0.0,71.0,4.03,0.11755905511811024,0.18786731291566006,0.15229332867485781,0.09431699485473326
9,3,0,0700-0759,10,1,39,181,Alaska Airlines Inc.,12203,21620,5818,1960746,2884187,3.233146156611231e-05,0.00017460144972655646,5,Seattle International,47.447,-122.306,NONE,0.0,0.0,0.0,73.0,5.59,0.14858916071299705,0.18786731291566006,0.1282981267437226,0.07147673634524612
9,1,1,1500-1559,2,4,5,180,Delta Air Lines Inc.,5195,81338,885,874468,12460183,0.0001441658849878598,0.0001486602009422039,0,Tampa International,27.973,-82.535,Atlanta Municipal,0.17,0.0,0.0,88.0,8.72,0.1018050809686525,0.10023823436867892,0.13711199423073972,0.15940929776032836
7,2,0,0800-0859,7,1,21,143,Southwest Airlines Co.,7297,117728,6862,819756,13382999,6.178236301460919e-05,9.889412309998219e-05,10,Chicago Midway International,41.785,-87.752,NONE,0.05,0.0,0.0,82.0,6.49,0.21594507669470558,0.18786731291566006,0.20201193470140924,0.11304974765681326
11,3,0,2200-2259,3,5,64,180,Delta Air Lines Inc.,31151,79989,19506,4365661,12460183,0.0001441658849878598,0.0001486602009422039,5,Atlanta Municipal,33.641,-84.427,Nashville International,0.0,0.0,0.0,47.0,9.62,0.10088231967120395,0.14432989690721648,0.14749755226631342,0.16769178199214077
